case_index,source_dir,trajectory_source_kind,project_slug,repo_dir_name,owner_repo,commit_version,case_key,project_dir,run_id,run_dir,manifest_path,context_path,executions_path,manifest_present,ok,project_attempt_count,project_log_count,total_repair_attempts,block_count,failed_block_count,first_failed_block,trajectory_classification,project_attempt_classification,not_one_shot_trajectory,not_one_shot_project_attempt,manifest_error,final_image,rollback_classification,block_count_analyzed,adjacent_rollback_count,non_adjacent_rollback_count,base_workspace_count,unknown_checkpoint_count,first_non_adjacent_block,first_non_adjacent_block_order,first_non_adjacent_target_block,first_non_adjacent_target_order,first_non_adjacent_skipped_blocks,rollback_edges
53,installamatic-runs,state_run,soimort-you-get,you-get,soimort/you-get,c4042d0,soimort/you-get@c4042d0,installamatic-runs/projects/soimort-you-get/you-get,installamatic-you-get,installamatic-runs/state/soimort-you-get/you-get/runs/installamatic-you-get,installamatic-runs/state/soimort-you-get/you-get/runs/installamatic-you-get/manifest.json,installamatic-runs/state/soimort-you-get/you-get/runs/installamatic-you-get/context.json,installamatic-runs/state/soimort-you-get/you-get/runs/installamatic-you-get/executions.jsonl,True,False,1,1,1,4,1,50-test-tooling,failed_in_project_run,failed_in_project_run,True,True,block failed: 50-test-tooling,pheragent-installamatic:installamatic-you-get-a9f3cb12e42c-005-30-python-deps-repaired,previous_block_only_rollback,4,3,0,1,0,,,,,,BASE->00-preflight | 00-preflight->20-python-runtime:previous | 20-python-runtime->30-python-deps:previous | 30-python-deps->50-test-tooling:previous
54,installamatic-runs,state_run,tqdm-tqdm,tqdm,tqdm/tqdm,951a2ba,tqdm/tqdm@951a2ba,installamatic-runs/projects/tqdm-tqdm/tqdm,installamatic-tqdm,installamatic-runs/state/tqdm-tqdm/tqdm/runs/installamatic-tqdm,installamatic-runs/state/tqdm-tqdm/tqdm/runs/installamatic-tqdm/manifest.json,installamatic-runs/state/tqdm-tqdm/tqdm/runs/installamatic-tqdm/context.json,installamatic-runs/state/tqdm-tqdm/tqdm/runs/installamatic-tqdm/executions.jsonl,True,False,1,1,2,5,1,50-test-tooling,failed_in_project_run,failed_in_project_run,True,True,block failed: 50-test-tooling,pheragent-installamatic:installamatic-tqdm-2f90408d3c5f-005-30-python-deps-success,previous_block_only_rollback,5,4,0,1,0,,,,,,BASE->00-preflight | 00-preflight->10-system-packages:previous | 10-system-packages->20-python-runtime:previous | 20-python-runtime->30-python-deps:previous | 30-python-deps->50-test-tooling:previous
55,installamatic-runs,state_run,pennylaneai-pennylane,pennylane,PennyLaneAI/pennylane,b78565c,PennyLaneAI/pennylane@b78565c,installamatic-runs/projects/pennylaneai-pennylane/pennylane,installamatic-pennylane,installamatic-runs/state/pennylaneai-pennylane/pennylane/runs/installamatic-pennylane,installamatic-runs/state/pennylaneai-pennylane/pennylane/runs/installamatic-pennylane/manifest.json,installamatic-runs/state/pennylaneai-pennylane/pennylane/runs/installamatic-pennylane/context.json,installamatic-runs/state/pennylaneai-pennylane/pennylane/runs/installamatic-pennylane/executions.jsonl,True,False,1,1,2,5,2,30-python-deps,failed_in_project_run,failed_in_project_run,True,True,block failed: 30-python-deps,pheragent-installamatic:installamatic-pennylane-dd273c50a6e6-004-20-python-runtime-success,previous_block_only_rollback,5,3,0,1,0,,,,,,BASE->00-preflight | 00-preflight->10-system-packages:previous | 10-system-packages->20-python-runtime:previous | 20-python-runtime->30-python-deps:previous
56,installamatic-runs,state_run,sabnzbd-sabnzbd,sabnzbd,sabnzbd/sabnzbd,07250aa,sabnzbd/sabnzbd@07250aa,installamatic-runs/projects/sabnzbd-sabnzbd/sabnzbd,installamatic-sabnzbd,installamatic-runs/state/sabnzbd-sabnzbd/sabnzbd/runs/installamatic-sabnzbd,installamatic-runs/state/sabnzbd-sabnzbd/sabnzbd/runs/installamatic-sabnzbd/manifest.json,installamatic-runs/state/sabnzbd-sabnzbd/sabnzbd/runs/installamatic-sabnzbd/context.json,installamatic-runs/state/sabnzbd-sabnzbd/sabnzbd/runs/installamatic-sabnzbd/executions.jsonl,True,False,1,1,1,4,2,30-python-deps,failed_in_project_run,failed_in_project_run,True,True,block failed: 30-python-deps,pheragent-installamatic:installamatic-sabnzbd-16fc12730142-003-20-python-runtime-success,previous_block_only_rollback,4,3,0,1,0,,,,,,BASE->00-preflight | 00-preflight->20-python-runtime:previous | 20-python-runtime->30-python-deps:previous | 30-python-deps->50-test-tooling:previous
57,installamatic-runs,state_run,getmoto-moto,moto,getmoto/moto,255d2b8,getmoto/moto@255d2b8,installamatic-runs/projects/getmoto-moto/moto,installamatic-moto,installamatic-runs/state/getmoto-moto/moto/runs/installamatic-moto,installamatic-runs/state/getmoto-moto/moto/runs/installamatic-moto/manifest.json,installamatic-runs/state/getmoto-moto/moto/runs/installamatic-moto/context.json,installamatic-runs/state/getmoto-moto/moto/runs/installamatic-moto/executions.jsonl,True,False,1,1,2,5,2,30-python-deps,failed_in_project_run,failed_in_project_run,True,True,block failed: 30-python-deps,pheragent-installamatic:installamatic-moto-e688600189b9-004-20-python-runtime-success,previous_block_only_rollback,5,3,0,1,0,,,,,,BASE->00-preflight | 00-preflight->10-system-packages:previous | 10-system-packages->20-python-runtime:previous | 20-python-runtime->30-python-deps:previous
58,installamatic-runs-rerun-failures-2,state_run,mandarons-icloud-drive-docker,icloud-drive-docker,mandarons/icloud-drive-docker,8cbcc2c,mandarons/icloud-drive-docker@8cbcc2c,installamatic-runs-rerun-failures-2/projects/mandarons-icloud-drive-docker/icloud-drive-docker,installamatic-icloud-drive-docker,installamatic-runs-rerun-failures-2/state/mandarons-icloud-drive-docker/icloud-drive-docker/runs/installamatic-icloud-drive-docker,installamatic-runs-rerun-failures-2/state/mandarons-icloud-drive-docker/icloud-drive-docker/runs/installamatic-icloud-drive-docker/manifest.json,installamatic-runs-rerun-failures-2/state/mandarons-icloud-drive-docker/icloud-drive-docker/runs/installamatic-icloud-drive-docker/context.json,installamatic-runs-rerun-failures-2/state/mandarons-icloud-drive-docker/icloud-drive-docker/runs/installamatic-icloud-drive-docker/executions.jsonl,True,False,1,1,0,4,1,50-test-tooling,failed_in_project_run,failed_in_project_run,True,True,block failed: 50-test-tooling,pheragent-installamatic:installamatic-icloud-drive-docker-edf4ae105d21-004-30-python-deps-success,previous_block_only_rollback,4,3,0,1,0,,,,,,BASE->00-preflight | 00-preflight->20-python-runtime:previous | 20-python-runtime->30-python-deps:previous | 30-python-deps->50-test-tooling:previous
59,installamatic-runs-rerun-failures-2,state_run,speechbrain-speechbrain,speechbrain,speechbrain/speechbrain,dd65e12,speechbrain/speechbrain@dd65e12,installamatic-runs-rerun-failures-2/projects/speechbrain-speechbrain/speechbrain,installamatic-speechbrain,installamatic-runs-rerun-failures-2/state/speechbrain-speechbrain/speechbrain/runs/installamatic-speechbrain,installamatic-runs-rerun-failures-2/state/speechbrain-speechbrain/speechbrain/runs/installamatic-speechbrain/manifest.json,installamatic-runs-rerun-failures-2/state/speechbrain-speechbrain/speechbrain/runs/installamatic-speechbrain/context.json,installamatic-runs-rerun-failures-2/state/speechbrain-speechbrain/speechbrain/runs/installamatic-speechbrain/executions.jsonl,True,False,1,1,2,5,2,30-python-deps,failed_in_project_run,failed_in_project_run,True,True,block failed: 30-python-deps,pheragent-installamatic:installamatic-speechbrain-e7621407fc73-004-20-python-runtime-success,previous_block_only_rollback,5,3,0,1,0,,,,,,BASE->00-preflight | 00-preflight->10-system-packages:previous | 10-system-packages->20-python-runtime:previous | 20-python-runtime->30-python-deps:previous
60,installamatic-runs-rerun-failures-2,state_run,vainf-torch-pruning,Torch-Pruning,VainF/Torch-Pruning,88e7472,VainF/Torch-Pruning@88e7472,installamatic-runs-rerun-failures-2/projects/vainf-torch-pruning/Torch-Pruning,installamatic-torch-pruning,installamatic-runs-rerun-failures-2/state/vainf-torch-pruning/Torch-Pruning/runs/installamatic-torch-pruning,installamatic-runs-rerun-failures-2/state/vainf-torch-pruning/Torch-Pruning/runs/installamatic-torch-pruning/manifest.json,installamatic-runs-rerun-failures-2/state/vainf-torch-pruning/Torch-Pruning/runs/installamatic-torch-pruning/context.json,installamatic-runs-rerun-failures-2/state/vainf-torch-pruning/Torch-Pruning/runs/installamatic-torch-pruning/executions.jsonl,True,False,1,1,1,4,1,50-test-tooling,failed_in_project_run,failed_in_project_run,True,True,block failed: 50-test-tooling,pheragent-installamatic:installamatic-torch-pruning-d39d0eabc0df-005-30-python-deps-repaired,previous_block_only_rollback,4,3,0,1,0,,,,,,BASE->00-preflight | 00-preflight->20-python-runtime:previous | 20-python-runtime->30-python-deps:previous | 30-python-deps->50-test-tooling:previous
61,installamatic-runs-rerun-failures-2,state_run,cvhub520-x-anylabeling,X-AnyLabeling,CVHub520/X-AnyLabeling,7c62ffb,CVHub520/X-AnyLabeling@7c62ffb,installamatic-runs-rerun-failures-2/projects/cvhub520-x-anylabeling/X-AnyLabeling,installamatic-x-anylabeling,installamatic-runs-rerun-failures-2/state/cvhub520-x-anylabeling/X-AnyLabeling/runs/installamatic-x-anylabeling,installamatic-runs-rerun-failures-2/state/cvhub520-x-anylabeling/X-AnyLabeling/runs/installamatic-x-anylabeling/manifest.json,installamatic-runs-rerun-failures-2/state/cvhub520-x-anylabeling/X-AnyLabeling/runs/installamatic-x-anylabeling/context.json,installamatic-runs-rerun-failures-2/state/cvhub520-x-anylabeling/X-AnyLabeling/runs/installamatic-x-anylabeling/executions.jsonl,True,False,1,1,1,4,2,30-python-deps,failed_in_project_run,failed_in_project_run,True,True,block failed: 30-python-deps,pheragent-installamatic:installamatic-x-anylabeling-2b8fa32ac031-003-20-python-runtime-success,previous_block_only_rollback,4,2,0,1,0,,,,,,BASE->00-preflight | 00-preflight->20-python-runtime:previous | 20-python-runtime->30-python-deps:previous
62,installamatic-runs-rerun-failures-2,state_run,tiangolo-fastapi,fastapi,tiangolo/fastapi,212fd5e,tiangolo/fastapi@212fd5e,installamatic-runs-rerun-failures-2/projects/tiangolo-fastapi/fastapi,installamatic-fastapi,installamatic-runs-rerun-failures-2/state/tiangolo-fastapi/fastapi/runs/installamatic-fastapi,installamatic-runs-rerun-failures-2/state/tiangolo-fastapi/fastapi/runs/installamatic-fastapi/manifest.json,installamatic-runs-rerun-failures-2/state/tiangolo-fastapi/fastapi/runs/installamatic-fastapi/context.json,installamatic-runs-rerun-failures-2/state/tiangolo-fastapi/fastapi/runs/installamatic-fastapi/executions.jsonl,True,False,1,1,2,5,2,30-python-deps,failed_in_project_run,failed_in_project_run,True,True,block failed: 30-python-deps,pheragent-installamatic:installamatic-fastapi-7f6fd50f2624-004-20-python-runtime-success,previous_block_only_rollback,5,3,0,1,0,,,,,,BASE->00-preflight | 00-preflight->10-system-packages:previous | 10-system-packages->20-python-runtime:previous | 20-python-runtime->30-python-deps:previous
63,installamatic-runs-rerun-failures-2,state_run,python-mypy,mypy,python/mypy,0c10367,python/mypy@0c10367,installamatic-runs-rerun-failures-2/projects/python-mypy/mypy,installamatic-mypy,installamatic-runs-rerun-failures-2/state/python-mypy/mypy/runs/installamatic-mypy,installamatic-runs-rerun-failures-2/state/python-mypy/mypy/runs/installamatic-mypy/manifest.json,installamatic-runs-rerun-failures-2/state/python-mypy/mypy/runs/installamatic-mypy/context.json,installamatic-runs-rerun-failures-2/state/python-mypy/mypy/runs/installamatic-mypy/executions.jsonl,True,False,1,1,2,5,1,50-test-tooling,failed_in_project_run,failed_in_project_run,True,True,block failed: 50-test-tooling,pheragent-installamatic:installamatic-mypy-df52b4aac6e9-006-30-python-deps-repaired,previous_block_only_rollback,5,4,0,1,0,,,,,,BASE->00-preflight | 00-preflight->10-system-packages:previous | 10-system-packages->20-python-runtime:previous | 20-python-runtime->30-python-deps:previous | 30-python-deps->50-test-tooling:previous
64,installamatic-runs-rerun-failures-2,state_run,open-compass-opencompass,opencompass,open-compass/opencompass,7c7fa36,open-compass/opencompass@7c7fa36,installamatic-runs-rerun-failures-2/projects/open-compass-opencompass/opencompass,installamatic-opencompass,installamatic-runs-rerun-failures-2/state/open-compass-opencompass/opencompass/runs/installamatic-opencompass,installamatic-runs-rerun-failures-2/state/open-compass-opencompass/opencompass/runs/installamatic-opencompass/manifest.json,installamatic-runs-rerun-failures-2/state/open-compass-opencompass/opencompass/runs/installamatic-opencompass/context.json,installamatic-runs-rerun-failures-2/state/open-compass-opencompass/opencompass/runs/installamatic-opencompass/executions.jsonl,True,False,1,1,0,5,3,20-python-runtime,failed_in_project_run,failed_in_project_run,True,True,block failed: 30-python-deps,pheragent-installamatic:installamatic-opencompass-124f2582e546-003-10-system-packages-success,previous_block_only_rollback,5,3,0,1,0,,,,,,BASE->00-preflight | 00-preflight->10-system-packages:previous | 10-system-packages->20-python-runtime:previous | 20-python-runtime->30-python-deps:previous
65,installamatic-runs-rerun-failures-2,state_run,home-assistant-core,core,home-assistant/core,7555f20,home-assistant/core@7555f20,installamatic-runs-rerun-failures-2/projects/home-assistant-core/core,installamatic-core,installamatic-runs-rerun-failures-2/state/home-assistant-core/core/runs/installamatic-core,installamatic-runs-rerun-failures-2/state/home-assistant-core/core/runs/installamatic-core/manifest.json,installamatic-runs-rerun-failures-2/state/home-assistant-core/core/runs/installamatic-core/context.json,installamatic-runs-rerun-failures-2/state/home-assistant-core/core/runs/installamatic-core/executions.jsonl,True,False,1,1,2,5,2,30-python-deps,failed_in_project_run,failed_in_project_run,True,True,block failed: 30-python-deps,pheragent-installamatic:installamatic-core-fae49f0f5fef-004-20-python-runtime-success,previous_block_only_rollback,5,3,0,1,0,,,,,,BASE->00-preflight | 00-preflight->10-system-packages:previous | 10-system-packages->20-python-runtime:previous | 20-python-runtime->30-python-deps:previous
66,installamatic-runs-rerun-failures-2,state_run,sciphi-ai-r2r,R2R,SciPhi-AI/R2R,712defb,SciPhi-AI/R2R@712defb,installamatic-runs-rerun-failures-2/projects/sciphi-ai-r2r/R2R,installamatic-r2r,installamatic-runs-rerun-failures-2/state/sciphi-ai-r2r/R2R/runs/installamatic-r2r,installamatic-runs-rerun-failures-2/state/sciphi-ai-r2r/R2R/runs/installamatic-r2r/manifest.json,installamatic-runs-rerun-failures-2/state/sciphi-ai-r2r/R2R/runs/installamatic-r2r/context.json,installamatic-runs-rerun-failures-2/state/sciphi-ai-r2r/R2R/runs/installamatic-r2r/executions.jsonl,True,False,1,1,5,5,1,50-test-tooling,failed_in_project_run,failed_in_project_run,True,True,block failed: 50-test-tooling,pheragent-installamatic:installamatic-r2r-b1bd99b20150-007-30-project-dependencies-repaired,previous_block_only_rollback,5,4,0,1,0,,,,,,BASE->00-preflight | 00-preflight->10-system-packages:previous | 10-system-packages->20-python-runtime:previous | 20-python-runtime->30-project-dependencies:previous | 30-project-dependencies->50-test-tooling:previous
67,installamatic-runs-rerun-failures-2,state_run,microsoft-qlib,qlib,microsoft/qlib,ca9f186,microsoft/qlib@ca9f186,installamatic-runs-rerun-failures-2/projects/microsoft-qlib/qlib,installamatic-qlib,installamatic-runs-rerun-failures-2/state/microsoft-qlib/qlib/runs/installamatic-qlib,installamatic-runs-rerun-failures-2/state/microsoft-qlib/qlib/runs/installamatic-qlib/manifest.json,installamatic-runs-rerun-failures-2/state/microsoft-qlib/qlib/runs/installamatic-qlib/context.json,installamatic-runs-rerun-failures-2/state/microsoft-qlib/qlib/runs/installamatic-qlib/executions.jsonl,True,False,1,1,1,4,2,30-python-deps,failed_in_project_run,failed_in_project_run,True,True,block failed: 30-python-deps,pheragent-installamatic:installamatic-qlib-713d36680600-003-20-python-runtime-success,previous_block_only_rollback,4,3,0,1,0,,,,,,BASE->00-preflight | 00-preflight->20-python-runtime:previous | 20-python-runtime->30-python-deps:previous | 30-python-deps->50-test-tooling:previous
68,installamatic-runs-rerun-failures-2,state_run,jxnl-instructor,instructor,jxnl/instructor,959097e,jxnl/instructor@959097e,installamatic-runs-rerun-failures-2/projects/jxnl-instructor/instructor,installamatic-instructor,installamatic-runs-rerun-failures-2/state/jxnl-instructor/instructor/runs/installamatic-instructor,installamatic-runs-rerun-failures-2/state/jxnl-instructor/instructor/runs/installamatic-instructor/manifest.json,installamatic-runs-rerun-failures-2/state/jxnl-instructor/instructor/runs/installamatic-instructor/context.json,installamatic-runs-rerun-failures-2/state/jxnl-instructor/instructor/runs/installamatic-instructor/executions.jsonl,True,False,1,1,2,4,1,50-test-tooling,failed_in_project_run,failed_in_project_run,True,True,block failed: 50-test-tooling,pheragent-installamatic:installamatic-instructor-59b4a00ac349-005-30-python-deps-repaired,previous_block_only_rollback,4,3,0,1,0,,,,,,BASE->00-preflight | 00-preflight->20-python-runtime:previous | 20-python-runtime->30-python-deps:previous | 30-python-deps->50-test-tooling:previous
69,installamatic-runs-rerun-failures-2,state_run,soimort-you-get,you-get,soimort/you-get,c4042d0,soimort/you-get@c4042d0,installamatic-runs-rerun-failures-2/projects/soimort-you-get/you-get,installamatic-you-get,installamatic-runs-rerun-failures-2/state/soimort-you-get/you-get/runs/installamatic-you-get,installamatic-runs-rerun-failures-2/state/soimort-you-get/you-get/runs/installamatic-you-get/manifest.json,installamatic-runs-rerun-failures-2/state/soimort-you-get/you-get/runs/installamatic-you-get/context.json,installamatic-runs-rerun-failures-2/state/soimort-you-get/you-get/runs/installamatic-you-get/executions.jsonl,True,False,1,1,1,4,1,50-test-tooling,failed_in_project_run,failed_in_project_run,True,True,block failed: 50-test-tooling,pheragent-installamatic:installamatic-you-get-de6fb65d154e-005-30-python-deps-repaired,previous_block_only_rollback,4,3,0,1,0,,,,,,BASE->00-preflight | 00-preflight->20-python-runtime:previous | 20-python-runtime->30-python-deps:previous | 30-python-deps->50-test-tooling:previous
70,installamatic-runs-rerun-failures-3,state_run,mandarons-icloud-drive-docker,icloud-drive-docker,mandarons/icloud-drive-docker,8cbcc2c,mandarons/icloud-drive-docker@8cbcc2c,installamatic-runs-rerun-failures-3/projects/mandarons-icloud-drive-docker/icloud-drive-docker,installamatic-icloud-drive-docker,installamatic-runs-rerun-failures-3/state/mandarons-icloud-drive-docker/icloud-drive-docker/runs/installamatic-icloud-drive-docker,installamatic-runs-rerun-failures-3/state/mandarons-icloud-drive-docker/icloud-drive-docker/runs/installamatic-icloud-drive-docker/manifest.json,installamatic-runs-rerun-failures-3/state/mandarons-icloud-drive-docker/icloud-drive-docker/runs/installamatic-icloud-drive-docker/context.json,installamatic-runs-rerun-failures-3/state/mandarons-icloud-drive-docker/icloud-drive-docker/runs/installamatic-icloud-drive-docker/executions.jsonl,True,False,1,1,0,5,1,50-test-tooling,failed_in_project_run,failed_in_project_run,True,True,block failed: 50-test-tooling,pheragent-installamatic:installamatic-icloud-drive-docker-cbec5917941e-005-30-python-deps-success,previous_block_only_rollback,5,4,0,1,0,,,,,,BASE->00-preflight | 00-preflight->10-system-packages:previous | 10-system-packages->20-python-runtime:previous | 20-python-runtime->30-python-deps:previous | 30-python-deps->50-test-tooling:previous
71,installamatic-runs-rerun-failures-3,state_run,speechbrain-speechbrain,speechbrain,speechbrain/speechbrain,dd65e12,speechbrain/speechbrain@dd65e12,installamatic-runs-rerun-failures-3/projects/speechbrain-speechbrain/speechbrain,installamatic-speechbrain,installamatic-runs-rerun-failures-3/state/speechbrain-speechbrain/speechbrain/runs/installamatic-speechbrain,installamatic-runs-rerun-failures-3/state/speechbrain-speechbrain/speechbrain/runs/installamatic-speechbrain/manifest.json,installamatic-runs-rerun-failures-3/state/speechbrain-speechbrain/speechbrain/runs/installamatic-speechbrain/context.json,installamatic-runs-rerun-failures-3/state/speechbrain-speechbrain/speechbrain/runs/installamatic-speechbrain/executions.jsonl,True,False,1,1,1,5,2,30-python-deps,failed_in_project_run,failed_in_project_run,True,True,block failed: 30-python-deps,pheragent-installamatic:installamatic-speechbrain-7badb8d2fa3c-004-20-python-runtime-success,previous_block_only_rollback,5,3,0,1,0,,,,,,BASE->00-preflight | 00-preflight->10-system-packages:previous | 10-system-packages->20-python-runtime:previous | 20-python-runtime->30-python-deps:previous
72,installamatic-runs-rerun-failures-3,state_run,cvhub520-x-anylabeling,X-AnyLabeling,CVHub520/X-AnyLabeling,7c62ffb,CVHub520/X-AnyLabeling@7c62ffb,installamatic-runs-rerun-failures-3/projects/cvhub520-x-anylabeling/X-AnyLabeling,installamatic-x-anylabeling,installamatic-runs-rerun-failures-3/state/cvhub520-x-anylabeling/X-AnyLabeling/runs/installamatic-x-anylabeling,installamatic-runs-rerun-failures-3/state/cvhub520-x-anylabeling/X-AnyLabeling/runs/installamatic-x-anylabeling/manifest.json,installamatic-runs-rerun-failures-3/state/cvhub520-x-anylabeling/X-AnyLabeling/runs/installamatic-x-anylabeling/context.json,installamatic-runs-rerun-failures-3/state/cvhub520-x-anylabeling/X-AnyLabeling/runs/installamatic-x-anylabeling/executions.jsonl,True,False,1,1,1,4,2,20-python-deps,failed_in_project_run,failed_in_project_run,True,True,block failed: 20-python-deps,pheragent-installamatic:installamatic-x-anylabeling-7f79b3f2cfe0-003-10-system-packages-success,previous_block_only_rollback,4,2,0,1,0,,,,,,BASE->00-preflight | 00-preflight->10-system-packages:previous | 10-system-packages->20-python-deps:previous
73,installamatic-runs-rerun-failures-3,state_run,tiangolo-fastapi,fastapi,tiangolo/fastapi,212fd5e,tiangolo/fastapi@212fd5e,installamatic-runs-rerun-failures-3/projects/tiangolo-fastapi/fastapi,installamatic-fastapi,installamatic-runs-rerun-failures-3/state/tiangolo-fastapi/fastapi/runs/installamatic-fastapi,installamatic-runs-rerun-failures-3/state/tiangolo-fastapi/fastapi/runs/installamatic-fastapi/manifest.json,installamatic-runs-rerun-failures-3/state/tiangolo-fastapi/fastapi/runs/installamatic-fastapi/context.json,installamatic-runs-rerun-failures-3/state/tiangolo-fastapi/fastapi/runs/installamatic-fastapi/executions.jsonl,True,False,1,1,2,5,2,30-python-deps,failed_in_project_run,failed_in_project_run,True,True,block failed: 30-python-deps,pheragent-installamatic:installamatic-fastapi-07c47af71349-004-20-python-runtime-success,previous_block_only_rollback,5,3,0,1,0,,,,,,BASE->00-preflight | 00-preflight->10-system-packages:previous | 10-system-packages->20-python-runtime:previous | 20-python-runtime->30-python-deps:previous
74,installamatic-runs-rerun-failures-3,state_run,python-mypy,mypy,python/mypy,0c10367,python/mypy@0c10367,installamatic-runs-rerun-failures-3/projects/python-mypy/mypy,installamatic-mypy,installamatic-runs-rerun-failures-3/state/python-mypy/mypy/runs/installamatic-mypy,installamatic-runs-rerun-failures-3/state/python-mypy/mypy/runs/installamatic-mypy/manifest.json,installamatic-runs-rerun-failures-3/state/python-mypy/mypy/runs/installamatic-mypy/context.json,installamatic-runs-rerun-failures-3/state/python-mypy/mypy/runs/installamatic-mypy/executions.jsonl,True,False,1,1,2,4,1,50-test-tooling,failed_in_project_run,failed_in_project_run,True,True,block failed: 50-test-tooling,pheragent-installamatic:installamatic-mypy-fb851bf6d910-005-30-python-deps-repaired,previous_block_only_rollback,4,3,0,1,0,,,,,,BASE->00-preflight | 00-preflight->20-python-runtime:previous | 20-python-runtime->30-python-deps:previous | 30-python-deps->50-test-tooling:previous
75,installamatic-runs-rerun-failures-3,state_run,open-compass-opencompass,opencompass,open-compass/opencompass,7c7fa36,open-compass/opencompass@7c7fa36,installamatic-runs-rerun-failures-3/projects/open-compass-opencompass/opencompass,installamatic-opencompass,installamatic-runs-rerun-failures-3/state/open-compass-opencompass/opencompass/runs/installamatic-opencompass,installamatic-runs-rerun-failures-3/state/open-compass-opencompass/opencompass/runs/installamatic-opencompass/manifest.json,installamatic-runs-rerun-failures-3/state/open-compass-opencompass/opencompass/runs/installamatic-opencompass/context.json,installamatic-runs-rerun-failures-3/state/open-compass-opencompass/opencompass/runs/installamatic-opencompass/executions.jsonl,True,False,1,1,3,5,2,30-python-deps,failed_in_project_run,failed_in_project_run,True,True,block failed: 30-python-deps,pheragent-installamatic:installamatic-opencompass-457100795c47-005-20-python-runtime-repaired,previous_block_only_rollback,5,3,0,1,0,,,,,,BASE->00-preflight | 00-preflight->10-system-packages:previous | 10-system-packages->20-python-runtime:previous | 20-python-runtime->30-python-deps:previous
76,installamatic-runs-rerun-failures-3,state_run,home-assistant-core,core,home-assistant/core,7555f20,home-assistant/core@7555f20,installamatic-runs-rerun-failures-3/projects/home-assistant-core/core,installamatic-core,installamatic-runs-rerun-failures-3/state/home-assistant-core/core/runs/installamatic-core,installamatic-runs-rerun-failures-3/state/home-assistant-core/core/runs/installamatic-core/manifest.json,installamatic-runs-rerun-failures-3/state/home-assistant-core/core/runs/installamatic-core/context.json,installamatic-runs-rerun-failures-3/state/home-assistant-core/core/runs/installamatic-core/executions.jsonl,True,False,1,1,2,5,2,30-python-deps,failed_in_project_run,failed_in_project_run,True,True,block failed: 30-python-deps,pheragent-installamatic:installamatic-core-05bac33b9f76-004-20-python-runtime-success,previous_block_only_rollback,5,3,0,1,0,,,,,,BASE->00-preflight | 00-preflight->10-system-packages:previous | 10-system-packages->20-python-runtime:previous | 20-python-runtime->30-python-deps:previous
77,installamatic-runs-rerun-failures-3,state_run,sciphi-ai-r2r,R2R,SciPhi-AI/R2R,712defb,SciPhi-AI/R2R@712defb,installamatic-runs-rerun-failures-3/projects/sciphi-ai-r2r/R2R,installamatic-r2r,installamatic-runs-rerun-failures-3/state/sciphi-ai-r2r/R2R/runs/installamatic-r2r,installamatic-runs-rerun-failures-3/state/sciphi-ai-r2r/R2R/runs/installamatic-r2r/manifest.json,installamatic-runs-rerun-failures-3/state/sciphi-ai-r2r/R2R/runs/installamatic-r2r/context.json,installamatic-runs-rerun-failures-3/state/sciphi-ai-r2r/R2R/runs/installamatic-r2r/executions.jsonl,True,False,1,1,0,5,2,30-project-dependencies,failed_in_project_run,failed_in_project_run,True,True,block failed: 50-test-tooling,pheragent-installamatic:installamatic-r2r-4f4a6cf470de-004-20-runtime-toolchain-success,previous_block_only_rollback,5,4,0,1,0,,,,,,BASE->00-preflight | 00-preflight->10-system-packages:previous | 10-system-packages->20-runtime-toolchain:previous | 20-runtime-toolchain->30-project-dependencies:previous | 30-project-dependencies->50-test-tooling:previous
78,installamatic-runs-rerun-failures-3,state_run,microsoft-qlib,qlib,microsoft/qlib,ca9f186,microsoft/qlib@ca9f186,installamatic-runs-rerun-failures-3/projects/microsoft-qlib/qlib,installamatic-qlib,installamatic-runs-rerun-failures-3/state/microsoft-qlib/qlib/runs/installamatic-qlib,installamatic-runs-rerun-failures-3/state/microsoft-qlib/qlib/runs/installamatic-qlib/manifest.json,installamatic-runs-rerun-failures-3/state/microsoft-qlib/qlib/runs/installamatic-qlib/context.json,installamatic-runs-rerun-failures-3/state/microsoft-qlib/qlib/runs/installamatic-qlib/executions.jsonl,True,False,1,1,1,4,2,30-python-deps,failed_in_project_run,failed_in_project_run,True,True,block failed: 30-python-deps,pheragent-installamatic:installamatic-qlib-98035156b6bd-003-20-python-runtime-success,previous_block_only_rollback,4,3,0,1,0,,,,,,BASE->00-preflight | 00-preflight->20-python-runtime:previous | 20-python-runtime->30-python-deps:previous | 30-python-deps->50-test-tooling:previous
